index,,name,sku,selling_price,original_price,currency,availability,color,category,source,,breadcrumbs,description,brand,images,country,language,average_rating,reviews_count,crawled_at
66,,ZX 1K Boost Shoes,H68719,70,$100 ,USD,InStock,Blue,Shoes,adidas United States,,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/10dfabb1c1fc4c03ad9bac8500bb283d_9366/ZX_1K_Boost_Shoes_Blue_H68719_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a75c6b9cefe1442b9f13ac8500bb3623_9366/ZX_1K_Boost_Shoes_Blue_H68719_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4037c8a86c0340a0aa1aac8500bb3c01_9366/ZX_1K_Boost_Shoes_Blue_H68719_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dd562a6bcc244b219d1fac8500bb40a1_9366/ZX_1K_Boost_Shoes_Blue_H68719_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a1a51c5b789e4ae7bafcac8500bb4881_9366/ZX_1K_Boost_Shoes_Blue_H68719_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e4170f3c1e9e420d979eac8500bb3036_9366/ZX_1K_Boost_Shoes_Blue_H68719_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ae689498a82b4759959cac8501270eab_9366/ZX_1K_Boost_Shoes_Blue_H68719_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b032ba8e6aab4cdb9438ac8500bb4f0a_9366/ZX_1K_Boost_Shoes_Blue_H68719_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/967b5c812a824824a641ac8500bb536b_9366/ZX_1K_Boost_Shoes_Blue_H68719_42_detail.jpg",USA,en,3.9,515,50:27.3
67,,ZX 1K Boost Shoes,G58922,56,$80 ,USD,InStock,White,Shoes,adidas United States,,Kids/Shoes,"Worthy of the ZX name, these juniors' adidas shoes put innovation on display. Inspired by cutting-edge ZX styles from the archive, this pair shows off a soft mesh upper mixed with synthetic suede. For a hit of modern tech, Boost and EVA combine to create a cushioned midsole that's ready to take on the future, one comfy step at a time.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2d54ce8bf9964897abadac8500baf4ad_9366/ZX_1K_Boost_Shoes_White_G58922_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/993f821f80a54d4e8526ac8500bb0461_9366/ZX_1K_Boost_Shoes_White_G58922_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/400a0425c56241439c52ac8500bb08d9_9366/ZX_1K_Boost_Shoes_White_G58922_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5c0d89f8923d47728cc3ac8500bb0f25_9366/ZX_1K_Boost_Shoes_White_G58922_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ec47fa9def7a4105827cac8500bb15b8_9366/ZX_1K_Boost_Shoes_White_G58922_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d84805c3062b453f8f04ac8500bafb60_9366/ZX_1K_Boost_Shoes_White_G58922_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7140ddd554694d93897cac850126dbb7_9366/ZX_1K_Boost_Shoes_White_G58922_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d4eced22d5b94fc28c10ac8500bb1c7e_9366/ZX_1K_Boost_Shoes_White_G58922_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/33697fd546e4441fb646ac8500bb2222_9366/ZX_1K_Boost_Shoes_White_G58922_42_detail.jpg",USA,en,4.6,37,50:27.9
68,,Puremotion Shoes,H00586,56,$70 ,USD,InStock,White,Shoes,adidas United States,,Women/Shoes,Be ready for days when the action keeps coming. Head out the door in these running-inspired shoes that combine simple elegance with lasting comfort. The plush midsole cushions each stride to keep you feeling energized until long after sundown.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/78fb7e761aa642d895a8ad1e01781cb4_9366/Puremotion_Shoes_White_H00586_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/60ec0138d8fe45e48581ad1e01782d6e_9366/Puremotion_Shoes_White_H00586_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/758394b28d3a4a4a9702ad1e01783420_9366/Puremotion_Shoes_White_H00586_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1e3342092da34688bc30ad1e0178395f_9366/Puremotion_Shoes_White_H00586_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/311e3d3865a44774b15cad1e01784287_9366/Puremotion_Shoes_White_H00586_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/631794b87cae4b418bfead1e017823b3_9366/Puremotion_Shoes_White_H00586_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f8eea72440ae4689836cad1e01784b07_9366/Puremotion_Shoes_White_H00586_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ebb10de2a1e44fbabb47ad1e01785648_9366/Puremotion_Shoes_White_H00586_42_detail.jpg",USA,en,4.5,808,50:28.0
69,,ZX 2K Boost 2.0 Shoes,GZ7824,105,$150 ,USD,InStock,White,Shoes,adidas United States,,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b3646fca76a44decb317acee00db5373_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_01_standard.jpg~https://assets.adidas.com/videos/w_600,f_auto,q_auto/bad539453dba47c5af05ad1e01334905_d98c/ZX_2K_Boost_2.0_Shoes_White_GZ7824_video.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/87e8a266368d4261ab37acee00db6181_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f3b2244fa52e4412ae26acee00db6800_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f6988e74a01143ecb8a8acee00db6e44_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a25448747ecb470c9813acee00db74a8_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/efa107ea95b745e99d3dacee00db5b0a_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cd80e16298f64f5682c7acee00f4b9e1_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/386f1a147a904c6a9a7aacee00db7a2b_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2a3204bbbaaf40728b88acee00db8175_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/df51fb5394364892bdd5ad1e0133977b_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_HM1.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e2cdb51b8bec40528cb6ad1e01363be5_9366/ZX_2K_Boost_2.0_Shoes_White_GZ7824_HM3.jpg",USA,en,4.7,58,50:28.2
70,,ZX 2K Boost 2.0 Shoes,GZ7825,105,$150 ,USD,InStock,Purple,Shoes,adidas United States,,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/51f0902e92ff42a39fcbad240146d3d7_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7a632f21b6ca43429918ad240146e169_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0f0946f6a1fa41caaf90ad240146e81d_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a4a17fe846834c11a293ad240146ee67_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e61b6a9b855244549f57ad240146f555_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/71fdcb8558c34d9eaf38ad240146dae9_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/55e5591ed00c4c4f8884ad240147100b_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a2a01cde810e4f83a247ad240146fc48_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b93452bc5b96455b8a3dad2401470404_9366/ZX_2K_Boost_2.0_Shoes_Purple_GZ7825_42_detail.jpg",USA,en,4.7,58,50:28.3
71,,ZX 1K Boost Shoes,H02939,70,$100 ,USD,InStock,White,Shoes,adidas United States,,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6cd41a26cfdf4dc99242ad0b00fe1fab_9366/ZX_1K_Boost_Shoes_White_H02939_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bf31e281a40947b39ffbad0b00fe2d87_9366/ZX_1K_Boost_Shoes_White_H02939_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e2d6b255a6824fc1af56ad0b00fe33f3_9366/ZX_1K_Boost_Shoes_White_H02939_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4706ef94d7f0458aa2daad0b00fe3ab5_9366/ZX_1K_Boost_Shoes_White_H02939_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/085fffa0b5e64f119299ad0b00fe4182_9366/ZX_1K_Boost_Shoes_White_H02939_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/efa53dd30ea548ce84b3ad0b00fe2679_9366/ZX_1K_Boost_Shoes_White_H02939_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cd5002261030442cb2d1ad0b011d1de2_9366/ZX_1K_Boost_Shoes_White_H02939_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/34f50b2b1dd04785bf85ad0b011d247d_9366/ZX_1K_Boost_Shoes_White_H02939_42_detail.jpg",USA,en,4.2,77,50:28.4
72,,ZX 1K Boost Shoes,H00430,77,$110 ,USD,InStock,Grey,Shoes,adidas United States,,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa0d0ce7e13d4ed69c41ad9400e63954_9366/ZX_1K_Boost_Shoes_Grey_H00430_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2617db49836b4a359d7ead9400e65722_9366/ZX_1K_Boost_Shoes_Grey_H00430_012_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a6a4cd61f31e4404bd10ad9400e66008_9366/ZX_1K_Boost_Shoes_Grey_H00430_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5ed0e8f1695e4f06827fad9400e660ff_9366/ZX_1K_Boost_Shoes_Grey_H00430_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/186aa7f7d5e4422ab4a9ad9400e64320_9366/ZX_1K_Boost_Shoes_Grey_H00430_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c6ae4b09002f4fd5b8c6ad9400e640ef_9366/ZX_1K_Boost_Shoes_Grey_H00430_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/07e3a59e82ac4dcab949ad9400e63c84_9366/ZX_1K_Boost_Shoes_Grey_H00430_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9041405d3a1345f08cf5ad9400e65111_9366/ZX_1K_Boost_Shoes_Grey_H00430_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/497e1a8f093c4e05b431ad9400e65e14_9366/ZX_1K_Boost_Shoes_Grey_H00430_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f51b10d3af084351af26ad9400e632c4_9366/ZX_1K_Boost_Shoes_Grey_H00430_43_detail.jpg",USA,en,5,1,50:28.5
73,,ZX 1K Boost Shoes,FX6515,70,$100 ,USD,InStock,Black,Shoes,adidas United States,,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c1a09f5d469c4200ab7aac8300b24ce7_9366/ZX_1K_Boost_Shoes_Black_FX6515_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5d0ac7a36ca64525bba7ac8300b256e7_9366/ZX_1K_Boost_Shoes_Black_FX6515_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8ac44b9a9ae434e8e0bac8300b25bb0_9366/ZX_1K_Boost_Shoes_Black_FX6515_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/75a3edf336f14fb4b93aac8300b25ffb_9366/ZX_1K_Boost_Shoes_Black_FX6515_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/34877acc7d824cac8a9aac8300b26523_9366/ZX_1K_Boost_Shoes_Black_FX6515_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5cc8c3e19f2a4e669b14ac8300b2522b_9366/ZX_1K_Boost_Shoes_Black_FX6515_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/848d1d85ab91457a90d3ac8301157dfb_9366/ZX_1K_Boost_Shoes_Black_FX6515_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/22a14d895bda48de8439ac8300b26a23_9366/ZX_1K_Boost_Shoes_Black_FX6515_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/27eb7fafa4714c37ba19ac8300b270a5_9366/ZX_1K_Boost_Shoes_Black_FX6515_42_detail.jpg",USA,en,3.9,515,50:28.6
74,,ZX 1K Boost Shoes,H00428,77,$110 ,USD,InStock,Black,Shoes,adidas United States,,Men/Shoes,"The ZX line pioneered a new approach to speed. It raised the bar in comfort and style. Now, it's taking on cool weather. Made with a winterized sole and suede overlays, these adidas shoes keep your stride steady and your feet warm as you cruise through chilly days in the city. Reflective details ensure your style always shines. Plus, double the comfort with EVA and Boost underfoot. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f83cce0f15b0432a8921ad5500fd23a4_9366/ZX_1K_Boost_Shoes_Black_H00428_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8c40b06bf17147b5a0a8ad5500fd4f49_9366/ZX_1K_Boost_Shoes_Black_H00428_012_hover_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/89fa1a9e4b254bff889ead5500fd3408_9366/ZX_1K_Boost_Shoes_Black_H00428_02_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fdb2c0483bab4bd4aafead5500fd3bde_9366/ZX_1K_Boost_Shoes_Black_H00428_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fa470c6d988f46afb5acad5500fd41d2_9366/ZX_1K_Boost_Shoes_Black_H00428_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fdff407e0ad74d3294e5ad5500fd4867_9366/ZX_1K_Boost_Shoes_Black_H00428_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7c61a4551dc44fefa3fbad5500fd2bee_9366/ZX_1K_Boost_Shoes_Black_H00428_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/81736b35a99049518973ad5500fd6dbe_9366/ZX_1K_Boost_Shoes_Black_H00428_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/54299eb83688446c9c9fad5500fd56eb_9366/ZX_1K_Boost_Shoes_Black_H00428_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/baca7ddd74814ea8af6cad5500fd5cb2_9366/ZX_1K_Boost_Shoes_Black_H00428_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8e7e250a9d2440ecaa8fad5500fd62d9_9366/ZX_1K_Boost_Shoes_Black_H00428_43_detail.jpg",USA,en,5,1,50:28.7
75,,ZX 1K Boost Shoes,H02937,70,$100 ,USD,InStock,Grey,Shoes,adidas United States,,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/366b13c2de9b40289256ad1e009eb8e7_9366/ZX_1K_Boost_Shoes_Grey_H02937_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/07a7ac61396848f785f0ad1e009ef073_9366/ZX_1K_Boost_Shoes_Grey_H02937_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2d2a03ba44bb4a37811ead1e009f0da8_9366/ZX_1K_Boost_Shoes_Grey_H02937_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2fc59829bdfb4e86ad5cad1e009f28ea_9366/ZX_1K_Boost_Shoes_Grey_H02937_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2f75be9d4596454d9094ad1e009f46a7_9366/ZX_1K_Boost_Shoes_Grey_H02937_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/62f64f2b6b214b428cc9ad1e009ed491_9366/ZX_1K_Boost_Shoes_Grey_H02937_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/0e7b788c0822499b949ead1e009f85b5_9366/ZX_1K_Boost_Shoes_Grey_H02937_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a7fe1253ad8c4bdab1ddad1e009f636e_9366/ZX_1K_Boost_Shoes_Grey_H02937_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2706bc9b1125436e8dd2ad1e009f7edb_9366/ZX_1K_Boost_Shoes_Grey_H02937_42_detail.jpg",USA,en,4.2,77,50:28.8
76,,ZX 1K Boost Shoes,H02936,70,$100 ,USD,InStock,Pink,Shoes,adidas United States,,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/afdfe6c12c7d4031a632ad1e009db4f7_9366/ZX_1K_Boost_Shoes_Pink_H02936_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/11a78ec678804351bda9ad1e009ded10_9366/ZX_1K_Boost_Shoes_Pink_H02936_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/21e585b789534b068c9cad1e009df3df_9366/ZX_1K_Boost_Shoes_Pink_H02936_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d8a0a251d8034bbf994aad1e009e0ea6_9366/ZX_1K_Boost_Shoes_Pink_H02936_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e96c7802174843bdb1b1ad1e009e2b46_9366/ZX_1K_Boost_Shoes_Pink_H02936_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/14ba220de9d0480ba2bbad1e009dd126_9366/ZX_1K_Boost_Shoes_Pink_H02936_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/22ae521a17bd4807864fad1e009e7fe2_9366/ZX_1K_Boost_Shoes_Pink_H02936_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/23647c906aa74dc4bae8ad1e009e46e8_9366/ZX_1K_Boost_Shoes_Pink_H02936_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/60e63b14779c4948ac0bad1e009e63d1_9366/ZX_1K_Boost_Shoes_Pink_H02936_42_detail.jpg",USA,en,4.2,77,50:29.0
77,,Grand Court Shoes,H02554,52,$65 ,USD,InStock,White,Shoes,adidas United States,,Men/Shoes,Tennis shoe style reached a pinnacle in the 1970s and has never looked back. Bring some heritage vibes to your daily-wear wardrobe with these adidas shoes. Coated leather is durable with a premium finish. The rubber outsole completes the throwback look. Star Wars™ graphics add a unique touch.,adidas,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c8da54886b0a49aa90eaad1e009ca28e_9366/Grand_Court_Shoes_White_H02554_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b593474726774d308e53ad1e009cdb37_9366/Grand_Court_Shoes_White_H02554_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/76d06c4536e44abca89fad1e009cf94f_9366/Grand_Court_Shoes_White_H02554_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/baf375c5e2b04322b227ad1e009d16bf_9366/Grand_Court_Shoes_White_H02554_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8fd1f0e5c60d454abc64ad1e009d388e_9366/Grand_Court_Shoes_White_H02554_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/df920e4250dc46a0bfb6ad1e009cbe8e_9366/Grand_Court_Shoes_White_H02554_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/397fb3fbb7c7443d9246ad1e009d7c4c_9366/Grand_Court_Shoes_White_H02554_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b07caa5a8c5049b6a56cad1e009d553c_9366/Grand_Court_Shoes_White_H02554_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/543a8ef4b41a4d4aa4e4ad1e009d74c0_9366/Grand_Court_Shoes_White_H02554_42_detail.jpg",USA,en,4.7,838,50:29.1
